Ind	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	pop	superpop
HG04080	-17.0606	-4.88949	35.2928	7.75112	-0.194392	-0.781587	2.95568	-0.577779	0.129187	2.24692	ITU	SAS
HG04090	-18.5661	-0.501515	38.7649	7.40221	-1.50257	-2.12514	-0.644119	-2.51044	-3.65865	7.62211	ITU	SAS
HG04093	-17.0869	-2.33038	41.1681	5.76418	0.850318	-0.522207	-2.93957	-0.0214729	3.06614	6.43188	ITU	SAS
HG04094	-16.7397	-0.26307	40.3482	6.4679	-1.69093	0.80222	-0.0160572	0.492762	-0.141738	7.0765	ITU	SAS
HG04096	-19.578	0.446017	44.4558	5.79612	-1.15931	-0.788763	-2.01799	1.21802	-0.911708	11.3624	ITU	SAS
HG04098	-17.4631	0.0801114	41.1667	5.27532	-0.429539	1.96138	-1.12202	-2.16952	-1.03082	-1.44195	ITU	SAS
HG04099	-19.1229	-1.61886	39.5128	9.14708	-2.12474	0.104197	-0.473927	1.63625	0.227506	-8.48445	STU	SAS
HG04100	-16.2471	3.70012	38.6736	6.43405	-1.11306	-2.27447	1.44279	-2.48496	1.53716	7.61081	STU	SAS
HG04106	-17.6405	-1.18227	38.8803	6.10938	-0.0984831	0.6702	2.57746	0.504568	2.7544	-5.19157	STU	SAS
HG04107	-17.2223	-1.48811	41.9818	6.95687	0.773053	-0.143823	2.73292	-0.276418	1.60825	1.11731	STU	SAS
HG04118	-16.5049	0.208321	41.4193	5.9246	-1.15465	-0.577144	-0.645184	-1.8742	1.47347	-1.24795	ITU	SAS
HG04131	-20.1206	6.70378	32.7917	4.76232	2.03766	1.69428	1.03789	0.336949	-1.5499	-0.0890349	BEB	SAS
HG04134	-19.933	5.78459	33.2624	5.15035	2.07533	0.567146	0.187195	-0.392673	-0.564961	2.01435	BEB	SAS
HG04140	-19.5021	8.86472	33.041	3.81675	1.48387	-0.346604	0.673318	0.670534	-0.594215	12.0049	BEB	SAS
HG04141	-18.0233	6.98011	32.8374	4.39742	1.81432	0.671799	-1.30707	-0.126978	1.94963	2.39067	BEB	SAS
HG04144	-21.6486	1.12574	33.569	4.8742	0.828374	-0.824067	-0.37432	0.365008	-0.22679	7.05899	BEB	SAS
HG04146	-18.4868	6.41452	33.7919	6.53841	0.514357	3.29804	0.275651	1.5942	0.241068	0.033437	BEB	SAS
HG04152	-22.3826	5.65944	34.1998	4.70659	2.54966	0.945609	0.838672	-0.268503	-2.19026	2.92451	BEB	SAS
HG04153	-17.9766	6.04904	35.5917	4.9008	1.4985	-1.02319	1.5923	-1.93067	-1.54412	4.63881	BEB	SAS
HG04155	-19.1543	8.78971	37.0307	5.0574	1.50478	0.561451	-0.650424	0.923506	-2.71765	7.81649	BEB	SAS
HG04156	-19.1643	5.25389	33.4095	5.56001	0.554431	-0.552706	-1.08078	0.712724	-2.37644	-2.2956	BEB	SAS
HG04158	-20.1816	6.68894	33.7395	3.39104	-0.269737	1.39318	1.09806	-0.743972	-2.08634	6.87681	BEB	SAS
HG04159	-18.6336	6.63202	33.6334	5.11967	1.63249	-2.07057	2.6204	-2.51463	-0.399911	0.401746	BEB	SAS
HG04161	-20.1462	8.09032	33.4849	6.3983	2.28936	0.130385	0.74304	0.770709	-2.74113	-10.9113	BEB	SAS
HG04162	-21.0608	9.82545	34.9482	3.76476	1.18034	1.1552	-0.206676	-0.164572	-0.68808	0.305337	BEB	SAS
HG04164	-18.5127	5.71358	33.5257	2.99628	2.21811	-0.914539	-1.65102	-1.74886	-0.801653	3.74111	BEB	SAS
HG04171	-17.9999	5.48886	32.3721	3.85547	-0.535088	1.08385	2.53589	2.96608	1.41155	-6.0858	BEB	SAS
HG04173	-19.2957	3.9301	35.446	4.11544	-0.996912	0.776901	3.80749	0.0954071	2.93948	-4.35699	BEB	SAS
HG04176	-18.4869	4.28134	32.8145	2.45027	1.57001	-0.367467	0.92628	2.00009	-0.387793	6.08409	BEB	SAS
HG04177	-21.6382	4.85404	34.813	3.46484	0.54188	-0.220792	-0.0826379	-0.836433	-4.17543	5.91661	BEB	SAS
HG04180	-18.9148	5.4203	33.6413	4.18796	0.736235	0.23731	-3.27861	-1.59122	-1.27753	3.07005	BEB	SAS
HG04182	-19.3289	7.66652	33.1025	6.35735	0.559296	-1.28865	0.522111	0.0208375	-1.13305	7.16024	BEB	SAS
HG04183	-19.6336	4.70151	32.108	5.75477	-1.96346	1.01634	1.16027	-0.959355	1.05015	1.85269	BEB	SAS
HG04185	-19.0523	2.01342	43.33	8.14754	-2.12465	0.180855	-0.0800353	0.154871	0.265735	-2.608	BEB	SAS
HG04186	-19.2615	2.98635	44.0603	5.63622	-0.00791514	-0.660062	0.686042	1.18085	-0.934082	5.55447	BEB	SAS
HG04188	-21.1057	4.97237	34.1807	6.42282	-0.303168	0.705099	1.05968	0.749678	1.10075	-9.40751	BEB	SAS
HG04189	-21.0174	5.06903	34.0227	4.46657	0.745677	0.933024	0.320179	-1.65262	-1.29626	0.608693	BEB	SAS
HG04194	-21.7831	2.04639	33.2927	5.22424	1.54268	3.39713	2.93125	-2.04691	-0.136024	-3.16883	BEB	SAS
HG04195	-19.4039	5.14058	31.6201	6.43694	2.0123	2.18705	-0.378164	4.11589	-0.984462	3.8112	BEB	SAS
HG04198	-17.7806	-2.76282	41.0857	5.8535	-1.2032	1.41944	-0.382624	0.0998202	0.72547	-2.7224	ITU	SAS
HG04200	-16.8047	-1.18804	38.3492	7.31038	-2.67256	-0.635691	-2.86176	1.2644	-0.929112	-3.73154	ITU	SAS
HG04202	-17.2686	-2.73822	41.4163	10.3378	-3.13522	-0.728338	-3.91487	0.481907	0.693268	3.17447	ITU	SAS
HG04206	-17.6656	-1.63695	39.3571	6.49403	-0.898811	-0.633052	-1.26246	-2.35807	-1.00009	4.52027	ITU	SAS
HG04209	-17.322	0.249627	40.6928	6.68342	-2.70614	0.284097	-1.20456	-0.420161	2.35265	-8.52951	ITU	SAS
HG04210	-19.4267	0.487767	42.5571	7.2088	-1.57521	-2.31393	1.1663	0.919219	1.3817	-6.00964	STU	SAS
HG04211	-17.9747	-4.09378	39.7286	8.9701	-2.56937	1.56928	-3.24598	-1.70398	-2.34599	0.40427	ITU	SAS
HG04212	-18.5232	-2.66953	39.1597	6.68878	-2.56196	2.04982	-0.849188	-1.09651	-0.66738	1.19958	ITU	SAS
HG04214	-19.0762	-6.0438	39.2956	5.56323	-1.05292	-0.0134036	-3.53603	-2.19793	-1.52015	3.41261	ITU	SAS
HG04216	-18.1186	0.780273	39.6817	4.88896	-0.750604	-1.11877	2.08711	-1.28103	-2.6454	4.22902	ITU	SAS
HG04219	-16.7473	-2.03118	40.8117	6.39494	-1.47949	0.137317	0.431117	0.825688	8.74103	-2.6503	ITU	SAS
HG04222	-16.7311	-0.418476	40.6726	5.36373	-1.11335	1.02279	-1.78529	0.158246	2.39671	-5.2221	ITU	SAS
HG04225	-18.8217	-2.36507	40.6459	6.93485	-0.260917	0.144058	-0.399538	-1.29844	1.33855	-3.03509	ITU	SAS
HG04227	-19.8624	3.86518	41.3355	5.01083	0.903926	0.409011	-0.703477	-0.213353	-2.24535	8.97387	STU	SAS
HG04229	-17.8137	0.021112	39.8131	5.87434	-0.289326	0.698347	1.81496	-1.67049	0.5638	2.85195	STU	SAS
HG04235	-17.1857	-0.291512	38.4378	6.56118	-0.839672	0.999171	-2.1639	1.94914	0.326158	-9.37774	ITU	SAS
HG04238	-19.4882	0.172946	39.6615	7.58175	0.737687	-0.424033	-1.66267	0.218852	1.82055	-4.65	ITU	SAS
HG04239	-18.101	-0.915087	41.737	6.55772	-0.105429	-1.93076	-0.244405	-0.973126	2.31378	-0.466823	ITU	SAS
NA06984	-25.8253	-34.6205	-9.14804	-6.48075	1.04147	0.932778	2.26052	-0.885284	-3.19423	0.365712	CEU	EUR
NA06985	-22.5644	-36.5599	-6.36243	-6.31439	-2.72782	-0.916941	4.6703	1.96974	1.31084	-6.88218	CEU	EUR
NA06986	-23.8082	-36.6734	-6.11522	-7.52462	0.118946	1.03461	2.77517	0.125655	-2.81566	-5.96313	CEU	EUR
NA06989	-25.9744	-35.7968	-6.27687	-6.74012	0.701212	0.620266	6.05084	0.654884	-1.07206	1.66213	CEU	EUR
NA06994	-26.0454	-36.6455	-6.69648	-6.25929	0.39913	-1.71609	1.74673	-1.92133	0.374211	1.15093	CEU	EUR
NA07000	-24.9141	-36.1471	-9.77818	-6.96946	-0.931484	-1.56199	4.84535	-0.791481	-1.24094	0.577235	CEU	EUR
NA07037	-23.1162	-37.2308	-7.72895	-6.00863	0.0129461	-1.17956	2.52549	0.377627	2.2897	-6.38251	CEU	EUR
NA07048	-22.0649	-37.2952	-6.97682	-7.64805	0.216144	0.104114	4.04724	-1.19547	2.53241	-3.99196	CEU	EUR
NA07051	-24.8119	-37.8918	-6.28588	-8.11523	0.696865	-0.491464	7.07509	1.00846	5.71633	-10.6514	CEU	EUR
NA07056	-25.5517	-37.7818	-6.28592	-4.00779	-0.0735172	-0.671709	4.19108	2.60356	0.850647	-5.57301	CEU	EUR
NA07347	-22.7914	-39.2029	-7.11307	-6.2334	0.120178	-1.89205	-0.0128783	-1.8942	-2.77008	-1.28523	CEU	EUR
NA07357	-25.0496	-35.6101	-7.03171	-6.73806	0.475271	0.426574	0.157902	-0.598907	-0.708565	-0.0839177	CEU	EUR
NA10847	-23.7212	-36.9714	-8.47782	-6.35687	0.316981	-1.67906	4.93213	-1.03045	1.05387	-3.56075	CEU	EUR
NA10851	-25.4764	-38.2459	-7.52846	-5.76827	1.09588	-1.30962	4.63187	-0.248026	1.88835	0.655554	CEU	EUR
NA11829	-21.857	-36.6188	-5.30645	-6.37418	1.28305	-2.49594	5.31569	-0.898423	0.195977	0.695584	CEU	EUR
NA11830	-25.0154	-37.0644	-6.93236	-5.87566	-0.344076	-1.01233	4.65978	-2.02178	-0.222849	0.0206612	CEU	EUR
NA11831	-25.2824	-36.1072	-8.48279	-7.30646	-0.993347	-0.991322	1.59782	1.55993	-3.53885	-2.32134	CEU	EUR
NA11832	-22.9007	-37.2623	-5.78709	-7.73363	0.551879	-0.466571	-0.0578675	-0.167505	0.870341	-3.05482	CEU	EUR
NA11840	-24.9395	-35.5151	-7.57023	-7.71593	-0.805247	-1.59368	4.7502	-0.216849	1.28965	4.4372	CEU	EUR
NA11843	-24.5353	-36.6722	-6.66462	-7.54523	2.49119	3.21659	4.11308	0.440649	1.22803	-10.0033	CEU	EUR
NA11881	-23.3516	-37.0465	-8.10943	-6.45612	-1.26605	1.5456	4.78661	-0.609051	-1.65031	3.09199	CEU	EUR
NA11892	-23.5401	-37.132	-6.89278	-7.05125	-1.57657	-0.180971	2.47481	1.81298	-0.500851	-3.6675	CEU	EUR
NA11893	-24.9383	-36.0832	-8.17063	-6.97114	0.328543	-0.195814	1.8491	-1.96083	-0.157141	-4.49335	CEU	EUR
NA11894	-23.4453	-38.2112	-7.07401	-6.3032	1.60683	-1.02233	4.1416	0.752149	-1.94962	2.5775	CEU	EUR
NA11918	-25.814	-36.1837	-6.79815	-5.14604	0.213012	-0.0399262	0.311034	1.76779	-0.186196	-4.16261	CEU	EUR
NA11919	-22.5984	-37.188	-5.14861	-4.22284	0.135694	-1.45371	1.32771	-0.639227	2.28294	-10.5653	CEU	EUR
NA11920	-24.2685	-38.8065	-7.14056	-6.43258	0.73944	-1.19548	3.42061	0.48807	-2.20937	1.72282	CEU	EUR
NA11930	-23.3517	-34.7066	-7.33885	-7.13218	0.56652	0.423465	3.59616	-0.297161	0.481544	-3.4662	CEU	EUR
NA11931	-24.9423	-36.6365	-8.20988	-5.86546	0.318491	0.269329	3.34934	-0.458573	1.72188	-4.77451	CEU	EUR
NA11932	-23.8961	-38.5756	-5.75677	-5.72882	-0.494056	0.543464	0.741503	-0.686342	-1.10728	-2.23681	CEU	EUR
NA11933	-24.1731	-37.3113	-6.12266	-5.73672	-1.52821	-1.46305	1.24745	1.46802	-1.38127	-5.04444	CEU	EUR
NA11992	-23.9768	-37.6227	-5.18775	-6.53065	2.18193	-1.47417	1.81603	-0.0863026	0.295948	-2.01577	CEU	EUR
NA11994	-23.6326	-35.5265	-9.83799	-6.58991	-1.57487	-0.683967	1.91661	0.465032	1.21548	-7.14603	CEU	EUR
NA11995	-23.6833	-39.1721	-9.08698	-9.04683	-0.261612	0.367517	1.99653	-1.02409	-0.923264	-0.473098	CEU	EUR
NA12003	-25.394	-35.8726	-8.18438	-4.80759	1.68123	-0.520663	6.6189	0.559243	0.734367	-0.728368	CEU	EUR
NA12004	-23.4554	-38.3508	-6.74689	-7.85222	-0.0229234	1.81836	1.3882	-1.54869	-0.208789	2.80064	CEU	EUR
NA12005	-25.0897	-38.2472	-5.9785	-4.71025	-1.42796	-2.25865	4.20705	1.14165	1.20073	-10.4693	CEU	EUR
NA12006	-25.6798	-35.7417	-6.80866	-6.00967	1.27883	0.564433	2.33436	0.53459	2.32604	-0.333618	CEU	EUR
NA12043	-25.3164	-37.2395	-5.77502	-6.02861	1.52668	0.129467	4.44409	-1.26057	-2.31437	0.292489	CEU	EUR
NA12044	-25.2503	-37.677	-8.1608	-7.91796	-0.939229	0.41349	5.74656	-1.34782	2.2926	-11.2154	CEU	EUR
NA12045	-23.5577	-35.4495	-10.6721	-5.48462	-0.248858	-0.607895	2.04993	0.247783	-1.97434	-5.17766	CEU	EUR
NA12046	-23.2083	-34.3305	-7.3546	-7.34261	1.32844	-0.246147	1.76009	-0.337792	0.351866	-1.20195	CEU	EUR
NA12058	-26.5797	-37.9671	-8.25967	-5.80759	-0.733205	-1.19252	1.31899	-2.41016	-0.30594	-2.36456	CEU	EUR
NA12144	-24.4976	-37.5359	-7.5438	-5.72813	-1.7555	-2.06631	2.91657	1.0963	-2.15086	-0.323632	CEU	EUR
NA12154	-25.9389	-36.6786	-8.51237	-7.33627	1.63731	-0.945447	2.45638	-0.240813	0.456201	-3.28264	CEU	EUR
NA12155	-24.7343	-38.689	-6.56479	-7.47825	0.945629	-1.7553	2.71154	2.51107	1.50503	-6.77631	CEU	EUR
NA12156	-24.3115	-36.7312	-8.2688	-5.55146	0.997306	0.435408	1.23801	-1.77112	-0.182336	-1.75259	CEU	EUR
NA12234	-25.753	-35.9725	-6.37444	-6.9408	0.399136	0.578517	-0.275457	-0.169019	0.325299	2.26606	CEU	EUR
NA12249	-26.3715	-35.7239	-5.73111	-5.66135	2.23883	-0.883577	8.95259	0.842921	-3.54313	4.67373	CEU	EUR
NA12272	-25.7228	-37.4551	-7.18525	-7.20733	-0.45282	0.250364	3.32192	0.896392	1.27817	-5.49489	CEU	EUR
NA12273	-22.3101	-38.3853	-5.60174	-4.80227	0.250648	-0.846279	-0.0439387	1.44456	-0.89998	-1.92523	CEU	EUR
NA12275	-24.1467	-35.572	-8.66793	-5.63285	-1.45239	-0.699445	1.70558	0.0404867	1.37912	-1.55259	CEU	EUR
NA12282	-25.5984	-37.2551	-9.93982	-5.91227	0.800058	-0.189404	1.13019	2.14906	-0.978649	3.11585	CEU	EUR
NA12283	-22.8258	-35.7939	-6.52909	-6.7204	-0.928475	-1.49201	-0.305916	0.852569	-2.87245	-0.211872	CEU	EUR
NA12286	-24.6785	-35.0041	-5.48514	-7.03621	-0.161475	-2.01876	4.16408	-1.10648	-3.14351	6.893	CEU	EUR
NA12287	-24.8722	-36.6785	-5.97375	-7.01393	0.097268	-0.934489	2.13656	0.302211	-3.94176	4.14271	CEU	EUR
NA12340	-23.6266	-38.292	-5.92331	-7.35643	-0.894816	0.183218	4.13029	-1.53597	-2.04356	3.66119	CEU	EUR
NA12341	-24.4719	-36.1244	-4.88377	-5.41625	-0.626271	-0.0581869	2.52186	-1.63413	2.51624	-1.3267	CEU	EUR
NA12342	-25.4581	-37.5402	-8.1567	-6.44396	1.70113	0.231445	2.76233	1.7396	-4.1407	2.65408	CEU	EUR
NA12347	-24.9594	-37.0915	-7.43002	-8.49851	0.408569	0.112331	4.78169	2.60027	-3.19614	-2.43586	CEU	EUR
NA12348	-23.2338	-35.4141	-7.46393	-5.17112	1.27817	1.17821	3.06741	-0.131947	-2.95394	-7.09107	CEU	EUR
NA12383	-23.0261	-35.9025	-6.00423	-6.71391	-1.2074	1.40467	0.0194489	-0.518196	-0.315063	-1.20226	CEU	EUR
NA12399	-24.3262	-36.7912	-6.10156	-6.54629	0.145089	0.227693	1.90991	-0.882409	-2.2895	-8.93334	CEU	EUR
NA12400	-24.4274	-36.8258	-6.54074	-4.44049	0.0573879	0.720726	3.29286	2.03386	-1.74265	-2.39564	CEU	EUR
NA12413	-24.9722	-37.3324	-7.48827	-6.28521	-0.718732	1.27738	0.563816	0.526454	-0.307561	-1.35697	CEU	EUR
NA12414	-23.6874	-34.9232	-5.92165	-5.43566	1.4455	-0.40194	3.22636	-0.163422	0.0467602	0.728691	CEU	EUR
NA12489	-24.8787	-36.28	-8.35256	-7.39764	1.66257	-1.09066	1.82319	-1.61304	0.689514	1.88896	CEU	EUR
NA12546	-24.4788	-36.9735	-6.31766	-4.37812	-0.161262	-0.369893	2.45542	-1.29215	-3.95951	3.65044	CEU	EUR
NA12716	-24.5956	-37.5268	-7.71029	-5.62828	-0.455255	-0.554547	3.63587	0.0311244	-2.59524	2.17718	CEU	EUR
NA12717	-23.7371	-36.1235	-7.90988	-6.20312	0.0833788	-0.998606	0.0893863	-0.0993022	-1.82443	1.11369	CEU	EUR
NA12718	-23.8374	-35.4529	-5.97408	-6.16381	-0.0621895	-0.638521	5.07146	1.55884	2.54346	-0.974273	CEU	EUR
NA12748	-24.0274	-34.22	-6.23339	-8.78786	0.000983395	1.01929	2.72861	0.0244162	-1.58633	-5.5505	CEU	EUR
NA12749	-25.3739	-36.5007	-6.92385	-5.03542	-0.576803	-0.870148	1.27379	0.898341	0.725122	-4.8957	CEU	EUR
NA12750	-24.9292	-35.7008	-7.43678	-8.33175	-0.0530465	-1.72463	0.773025	-1.10212	-0.110269	-1.01156	CEU	EUR
NA12751	-24.9071	-37.9616	-6.88997	-5.99554	-1.25373	-0.875566	3.72945	1.84505	-1.8071	1.16218	CEU	EUR
NA12760	-23.5671	-36.2278	-7.83213	-6.73812	0.845379	0.478666	0.613877	0.287045	0.0294844	-5.17339	CEU	EUR
NA12761	-23.5182	-37.3246	-9.48395	-7.01268	0.20658	0.00787896	4.19732	-1.78626	-1.63631	2.84703	CEU	EUR
NA12762	-24.5845	-38.2608	-8.88157	-6.43759	0.655265	0.0275025	1.98111	-1.0754	-0.302049	2.42901	CEU	EUR
NA12763	-24.7515	-36.6521	-8.57482	-6.36044	-0.224612	-2.8557	-1.10817	1.21807	-2.52411	-0.342168	CEU	EUR
NA12775	-23.234	-37.2996	-6.77955	-5.32026	1.16529	-1.22271	4.10735	0.166351	-0.861449	-2.21925	CEU	EUR
NA12776	-22.3972	-36.2343	-8.2772	-6.06605	0.576759	0.247972	5.72005	0.579323	1.28906	0.696177	CEU	EUR
NA12777	-23.329	-36.864	-5.98694	-7.02898	0.0575955	-0.344964	1.16447	0.281396	-0.0415345	-3.67505	CEU	EUR
NA12778	-25.327	-38.3422	-8.57067	-5.23804	-0.879445	-0.304136	3.55086	-0.314997	1.89265	-5.26021	CEU	EUR
NA12812	-25.2654	-36.9395	-7.38279	-7.47617	0.552805	-0.647065	3.80908	-2.79174	0.861497	1.77098	CEU	EUR
NA12813	-25.0862	-37.7362	-6.57498	-6.26292	-1.25506	-1.03047	1.85	-0.336893	-2.41479	-0.824388	CEU	EUR
NA12814	-24.0975	-36.6842	-9.10726	-4.95868	-0.145968	1.45179	3.52891	1.57961	0.962519	0.946739	CEU	EUR
NA12815	-24.017	-36.4123	-5.33426	-7.83687	2.09407	-1.97149	4.57025	0.161686	-1.62802	5.63883	CEU	EUR
NA12827	-25.4807	-37.9421	-7.46211	-3.33076	1.6162	0.612417	3.36107	0.741982	-2.80401	0.251634	CEU	EUR
NA12828	-25.4343	-38.6822	-6.80036	-6.1522	0.934315	0.717588	-0.200968	0.681843	-0.566506	-0.223204	CEU	EUR
NA12829	-24.4386	-38.9808	-7.26434	-5.16925	0.296899	-0.847564	1.40312	-0.474639	0.0339446	-2.11105	CEU	EUR
NA12830	-24.3864	-37.7304	-8.52492	-7.34211	-0.323335	0.156294	2.58212	0.617098	-2.19894	0.307788	CEU	EUR
NA12842	-24.9534	-37.8586	-6.25442	-8.24437	0.595178	0.751176	2.52357	-0.270746	-1.17907	1.79519	CEU	EUR
NA12843	-25.8363	-34.5007	-7.54957	-5.91511	-1.09526	0.477627	5.57826	-0.416237	-1.54809	1.51351	CEU	EUR
NA12872	-25.0645	-35.8854	-6.49605	-7.00312	-0.808525	-0.619653	1.19263	-0.678782	-0.782484	-6.1697	CEU	EUR
NA12873	-24.524	-37.2058	-5.87777	-6.79792	-0.732944	1.18314	3.18704	0.15787	-1.69189	2.1165	CEU	EUR
NA12874	-22.6727	-37.8248	-6.28781	-6.18797	-0.291341	-1.06666	3.93042	0.300118	-1.461	-1.27463	CEU	EUR
NA12878	-24.8504	-37.2714	-6.50739	-4.31921	1.1589	0.1987	0.42737	0.401714	-1.39269	1.13435	CEU	EUR
NA12889	-24.8635	-37.0413	-6.27321	-6.24128	-1.77044	0.180604	0.962159	-1.56724	3.33423	-2.22166	CEU	EUR
NA12890	-24.552	-36.5929	-7.73339	-5.05612	0.577066	0.464256	4.7607	-0.990262	-1.81204	-5.14501	CEU	EUR
NA18486	89.7284	5.6382	-1.08932	-0.437022	0.243227	0.379524	2.38684	2.41915	-8.24617	-3.93561	YRI	AFR
NA18488	91.8756	4.45248	-0.858086	-0.922997	0.232739	0.738309	0.499725	1.85432	-11.7132	1.4524	YRI	AFR
NA18489	93.197	5.35157	-0.280244	-1.21378	1.32487	0.895733	0.643395	4.39815	-11.0927	2.45591	YRI	AFR
NA18498	91.393	6.72463	-2.18705	-1.22155	0.992959	-1.0594	0.217016	2.51433	-10.5404	0.178859	YRI	AFR
NA18499	90.8399	6.13539	-1.57449	0.212486	0.62636	0.132373	1.81099	2.61866	-4.81673	-4.51142	YRI	AFR
NA18501	90.9837	5.20456	0.713099	-1.5392	0.424361	-1.63746	1.29073	3.56327	-6.24992	-4.61499	YRI	AFR
NA18502	92.2669	2.51446	-1.13188	-1.09259	0.604	0.368577	1.45811	4.46098	-8.03061	-3.71943	YRI	AFR
NA18504	93.7526	7.19437	-0.581489	0.195281	0.310019	1.4016	2.00116	3.65868	-8.61769	-1.51309	YRI	AFR
NA18505	93.1657	4.28313	-3.18005	-1.80268	-0.950001	-0.240154	-0.0890936	4.34683	-12.2697	-4.36213	YRI	AFR
NA18507	92.8629	5.18846	0.606797	-0.783703	-0.258395	-0.421688	1.61298	0.056138	-10.1969	-2.55827	YRI	AFR
NA18508	92.0678	5.70855	-1.60968	-0.824241	1.2072	1.69041	0.184638	2.51791	-10.7104	1.06431	YRI	AFR
NA18510	90.87	5.53316	-1.84104	-1.02455	0.00571848	0.286966	1.51487	-1.00508	-7.94188	-2.39139	YRI	AFR
NA18511	92.2443	5.66322	-0.436607	-0.624297	0.442242	-1.19429	1.66518	4.20332	-7.96068	-1.15559	YRI	AFR
NA18516	92.8671	6.92921	-0.720516	0.321408	-1.07634	0.952357	1.73704	-3.02061	-6.34454	-2.94943	YRI	AFR
NA18517	90.5229	6.13304	-0.829074	0.200728	-1.49401	1.5957	0.520875	4.77996	-4.57586	-6.87569	YRI	AFR
NA18519	91.0279	4.239	-3.14175	-0.322592	-2.28839	-0.0599055	-0.476835	2.14295	-11.1475	-2.41924	YRI	AFR
NA18520	91.173	4.63806	-0.0462381	-0.506726	-0.0525378	-0.549251	-0.397622	5.68965	-8.99054	-4.05369	YRI	AFR
NA18522	91.8501	4.91814	-1.71268	-0.199015	0.371441	1.77912	0.885907	1.6953	-5.56359	-5.052	YRI	AFR
NA18523	90.7851	3.70837	0.44967	-0.0865983	-0.732485	0.765525	0.414124	3.0829	-10.8102	-5.50695	YRI	AFR
NA18525	-31.1365	61.8546	-4.95023	-7.8457	5.00784	-5.86329	0.103926	1.45883	-0.682727	-1.36922	CHB	EAS
NA18526	-28.6574	64.1531	-7.09996	-8.11999	4.97724	-0.145702	-1.72101	0.525493	-2.28518	5.68582	CHB	EAS
NA18528	-29.5274	63.6375	-7.52102	-6.44659	2.1752	-13.4191	-2.20211	1.32661	-3.57031	6.35135	CHB	EAS
NA18530	-30.4265	64.7237	-6.96681	-6.49894	5.01874	-13.2184	-2.65374	1.10496	2.13624	-0.876212	CHB	EAS
NA18531	-28.613	61.7444	-4.61002	-6.1124	1.81416	-10.9932	-3.58293	0.481225	0.277189	6.79515	CHB	EAS
NA18532	-31.1608	64.5317	-6.1426	-7.00038	4.66322	-4.48888	-2.20723	4.2803	-1.29773	4.62419	CHB	EAS
NA18533	-30.696	64.8057	-5.517	-7.87678	5.75796	0.0226664	-0.613057	0.889087	-1.55605	1.91602	CHB	EAS
NA18534	-29.8175	63.673	-7.51433	-8.93489	2.97447	-9.49349	-1.04658	1.627	-0.643772	-4.53928	CHB	EAS
NA18535	-30.4014	62.3803	-5.77075	-6.10313	3.85596	-10.0942	-1.38539	-0.821086	0.525904	-4.59828	CHB	EAS
NA18536	-29.1841	64.8378	-5.72509	-8.31817	5.29366	-6.37364	-0.761678	-0.593529	-2.1782	5.41126	CHB	EAS
NA18537	-30.6485	62.9696	-8.12688	-8.75187	5.8595	-10.5769	-1.51349	-0.236279	-0.34806	3.06471	CHB	EAS
NA18538	-29.2369	63.3696	-7.38644	-6.6122	0.775029	-10.8642	-1.42873	2.87142	-2.71531	-5.21838	CHB	EAS
NA18539	-30.4194	63.07	-8.1381	-6.00735	4.42245	-12.172	-2.54864	-3.11694	-2.8567	2.77539	CHB	EAS
NA18541	-31.1362	64.3675	-9.38993	-6.34066	2.69545	-11.0833	-1.23755	0.809644	0.486696	1.67147	CHB	EAS
NA18542	-28.7848	60.7689	-6.6574	-8.05271	1.73684	-14.2316	-1.6005	1.09227	-0.286082	1.06444	CHB	EAS
NA18543	-30.2614	64.6216	-7.50594	-9.90648	6.75037	-0.642862	-0.286716	-0.512354	-0.00296426	5.62275	CHB	EAS
NA18544	-28.4667	61.2489	-8.25873	-6.82744	3.86557	-11.7793	-0.801163	0.942336	-0.167744	-2.7402	CHB	EAS
NA18545	-30.8041	65.8469	-7.64197	-8.76658	7.864	-0.926399	1.4576	-0.720566	-3.29677	3.15073	CHB	EAS
NA18546	-28.7269	62.9091	-8.41562	-7.34024	1.85505	-12.2179	0.53065	1.52865	2.61888	-8.18026	CHB	EAS
NA18547	-28.5487	61.8427	-7.14806	-7.15067	3.15133	-11.977	-2.73408	-0.000307992	1.021	-2.98998	CHB	EAS
NA18548	-29.6687	64.4164	-8.08084	-6.65089	2.03803	-10.4803	-0.699821	0.494944	0.746832	1.29674	CHB	EAS
NA18549	-29.1647	65.9167	-5.30743	-7.41329	6.20717	0.588041	-1.49087	-1.4457	0.188992	0.402486	CHB	EAS
NA18550	-29.1951	63.2041	-6.7915	-9.66783	9.27024	10.4694	0.504919	-0.148195	1.95957	-0.167944	CHB	EAS
NA18552	-31.1627	63.984	-7.30789	-6.71108	5.15416	-3.01425	-0.211361	2.11607	-1.19529	-2.96216	CHB	EAS
NA18553	-28.5126	63.9067	-7.03664	-4.11928	3.69872	-11.1669	0.377343	1.84701	-1.93391	-0.706703	CHB	EAS
NA18555	-29.4021	65.2531	-7.71757	-9.33799	6.31021	-4.21718	0.633211	0.436022	-0.728514	2.52122	CHB	EAS
NA18557	-29.6138	63.9707	-7.43057	-6.07027	2.41433	-14.7925	-3.54139	1.58676	-0.813709	2.16289	CHB	EAS
